#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
120	NM_001002943	chr8	+	49541762	49607067	49541792	49605947	10	49541762,49563726,49566014,49574506,49575552,49580779,49590233,49593067,49603751,49605791,	49541879,49563974,49566156,49574574,49575773,49580878,49590320,49593241,49603870,49607067,	0	PSEN1	cmpl	cmpl	0,0,2,0,2,1,1,1,1,0,
120	NM_001293284	chr8	+	49541762	49607067	49541792	49605947	10	49541762,49563726,49566014,49574506,49575552,49580779,49590233,49593067,49603751,49605791,	49541867,49563974,49566156,49574574,49575773,49580878,49590320,49593241,49603870,49607067,	0	PSEN1	cmpl	cmpl	0,0,2,0,2,1,1,1,1,0,
126	NM_001003285	chr8	+	56364250	56519846	56364312	56517781	10	56364250,56449709,56455016,56471609,56474181,56475658,56478885,56490119,56514531,56516367,	56364482,56449781,56455091,56471684,56474256,56475736,56478954,56490197,56514720,56519846,	0	TSHR	cmpl	cmpl	0,2,2,2,2,2,2,2,2,2,
137	NM_001003095	chr8	+	68013521	68041932	68037239	68041606	3	68013521,68037199,68040501,	68013657,68037313,68041932,	0	BDKRB2	cmpl	cmpl	-1,0,2,
143	NM_001002960	chr8	+	73515692	73850599	73515705	73850450	12	73515692,73515714,73515717,73519485,73830247,73830461,73843067,73843279,73848393,73849912,73850177,73850348,	73515713,73515716,73515726,73519492,73830257,73830467,73843187,73843324,73848481,73850103,73850271,73850599,	0	AMN	cmpl	cmpl	0,2,1,1,2,0,0,0,0,0,2,0,
612	NM_001313884	chr8	+	3609595	3610555	3609595	3610555	1	3609595,	3610555,	0	OR6AA6	cmpl	cmpl	0,
613	NM_001313886	chr8	+	3703780	3704707	3703780	3704707	1	3703780,	3704707,	0	OR6C4	cmpl	cmpl	0,
634	NM_001287169	chr8	-	6433345	6483123	6435227	6482345	11	6433345,6435869,6437869,6439043,6443073,6444635,6445391,6447765,6465612,6466675,6482194,	6435385,6436047,6438019,6439140,6443177,6444759,6445545,6447891,6465764,6466880,6483123,	0	SLC7A8	cmpl	cmpl	1,0,0,2,0,2,1,1,2,1,0,
635	NM_001130437	chr8	+	6584484	6588638	6584492	6588588	9	6584484,6584721,6584742,6585192,6586028,6586358,6587326,6587502,6588548,	6584720,6584742,6584843,6585307,6586096,6586465,6587414,6587654,6588638,	0	PABPN1	cmpl	cmpl	0,0,1,0,1,0,2,0,2,
635	NM_001113711	chr8	-	6632982	6656563	6632982	6656563	34	6632982,6633809,6635516,6635998,6637265,6637717,6638943,6639037,6639212,6639567,6640286,6640873,6641513,6643854,6644208,6644606,6644932,6645308,6647351,6647382,6647386,6647730,6648001,6648219,6648575,6649562,6651005,6651427,6651574,6653110,6655077,6655918,6656029,6656419,	6633118,6633905,6635792,6636124,6637469,6638026,6639018,6639068,6639378,6639751,6640483,6640993,6641904,6643912,6644336,6644783,6645175,6645564,6647382,6647385,6647488,6647854,6648122,6648293,6648614,6649831,6651176,6651562,6651696,6653201,6655173,6655946,6656186,6656563,	0	MYH7	incmpl	incmpl	0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,2,1,0,0,2,1,0,0,0,0,0,1,0,1,1,0,0,
635	NM_001113711	chr8	-	6663297	6683371	6663297	6683371	38	6663297,6663904,6664145,6665116,6665588,6665833,6666285,6667171,6667441,6667796,6668529,6669470,6669764,6670116,6671370,6672559,6673488,6673814,6674666,6675162,6675560,6675831,6676653,6677106,6677446,6678362,6678784,6679038,6679198,6679885,6680223,6680658,6680825,6681001,6682074,6682282,6682730,6683170,	6663315,6664039,6664241,6665392,6665714,6666037,6666594,6667296,6667607,6667980,6668726,6669589,6669891,6670506,6671461,6672705,6673665,6674057,6674922,6675299,6675684,6675949,6676741,6677174,6677756,6678533,6678934,6679159,6679234,6679989,6680322,6680722,6680918,6681110,6682102,6682439,6682874,6683371,	0	MYH7	cmpl	cmpl	0,0,0,0,0,0,0,1,0,2,0,1,0,0,2,0,0,0,2,0,2,1,0,1,0,0,0,2,0,1,1,0,0,2,1,0,0,0,
635	NM_001031635	chr8	+	6572536	6574998	6573461	6574639	4	6572536,6572886,6573453,6574489,	6572609,6572974,6573893,6574998,	0	BCL2L2	cmpl	cmpl	-1,-1,0,0,
635	NR_049458	chr8	-	6668305	6668379	6668379	6668379	1	6668305,	6668379,	0	MIR208B	unk	unk	-1,
635	NR_049457	chr8	-	6640020	6640089	6640089	6640089	1	6640020,	6640089,	0	MIR208A	unk	unk	-1,
638	NM_001048234	chr8	+	7052238	7064193	7052320	7063772	8	7052238,7053556,7059172,7061291,7061458,7061816,7062142,7063657,	7052451,7053734,7059274,7061362,7061510,7061951,7062198,7064193,	0	DHRS4	cmpl	cmpl	0,2,0,0,2,0,0,2,
640	NM_001003079	chr8	-	7235365	7247396	7235365	7247391	14	7235365,7240110,7240629,7240915,7241304,7241961,7243420,7243657,7244175,7244783,7245000,7245526,7246757,7247078,	7235594,7240247,7240790,7241197,7241458,7242050,7243524,7243796,7244350,7244891,7245119,7245775,7246946,7247396,	0	TGM1	cmpl	cmpl	2,0,1,1,0,1,2,1,0,0,1,1,1,0,
641	NM_001013424	chr8	-	7443838	7446784	7444013	7446753	5	7443838,7444559,7445047,7445882,7446695,	7444163,7444814,7445183,7446033,7446784,	0	CMA1	cmpl	cmpl	0,0,2,1,0,
713	NM_001003272	chr8	+	16805014	16842126	16814294	16841721	17	16805014,16810103,16814261,16817351,16818373,16822172,16823938,16824083,16828068,16829293,16829967,16830574,16834395,16834684,16837204,16840656,16841629,	16805221,16810240,16814372,16817443,16818458,16822277,16824005,16824141,16828219,16829442,16830068,16830661,16834469,16834793,16837375,16840752,16842126,	0	SRP54	cmpl	cmpl	-1,-1,0,0,2,0,0,1,2,0,2,1,1,0,1,1,1,
723	NM_001003260	chr8	-	18093598	18094341	18093598	18094341	1	18093598,	18094341,	0	NKX2-1	cmpl	incmpl	1,
734	NM_001031816	chr8	+	19578770	19579946	19578770	19579946	1	19578770,	19579946,	0	SSTR1	cmpl	cmpl	0,
740	NM_001003231	chr8	+	20360281	20367740	20360308	20366656	9	20360281,20361103,20361569,20362130,20362320,20362640,20364075,20364313,20365145,	20360421,20361175,20361638,20362203,20362415,20362716,20364231,20364452,20367740,	0	PNN	cmpl	cmpl	0,2,2,2,0,2,0,0,1,
808	NM_001313800	chr8	-	29250390	29251552	29250473	29250794	2	29250390,29251483,	29250825,29251552,	0	RPL36AL	cmpl	cmpl	0,-1,
808	NR_110394	chr8	+	29230483	29230782	29230782	29230782	1	29230483,	29230782,	0	RN7SL1	unk	unk	-1,
809	NR_110394	chr8	-	29429123	29429422	29429422	29429422	1	29429123,	29429422,	0	RN7SL1	unk	unk	-1,
825	NM_001003170	chr8	+	31528531	31542138	31528555	31540737	7	31528531,31528574,31528584,31528649,31528653,31528665,31540494,	31528574,31528583,31528649,31528652,31528665,31529397,31542138,	0	PTGER2	cmpl	cmpl	0,2,2,2,2,0,0,
844	NM_001197043	chr8	+	34015625	34026667	34015630	34026521	5	34015625,34017338,34020275,34023198,34026365,	34015648,34017773,34020364,34023364,34026667,	0	LGALS3	cmpl	cmpl	0,0,0,2,0,
858	NR_128842	chr8	+	35879156	35879301	35879301	35879301	1	35879156,	35879301,	0	MIR8883	unk	unk	-1,
873	NM_001007131	chr8	-	37840174	37865013	37840735	37864915	7	37840174,37844266,37844410,37844978,37846447,37849259,37864854,	37840778,37844325,37844457,37845048,37846586,37849467,37865013,	0	RTN1	cmpl	cmpl	2,0,1,0,2,1,0,
880	NM_001314132	chr8	-	38706539	38709369	38706539	38709369	2	38706539,38708809,	38706834,38709369,	0	SIX1	cmpl	cmpl	2,0,
887	NM_001287163	chr8	+	39643247	39685895	39643537	39684725	15	39643247,39663123,39663682,39663912,39668127,39668800,39674101,39675715,39677595,39678488,39680047,39680297,39683250,39683961,39684573,	39643572,39663314,39663828,39663997,39668240,39669003,39674208,39675863,39677816,39678775,39680170,39680722,39683359,39684088,39685895,	0	HIF1A	cmpl	cmpl	0,2,1,0,1,0,2,1,2,1,0,0,2,0,1,
905	NM_001110805	chr8	-	42048293	42049317	42048811	42049231	1	42048293,	42049317,	0	LSM4	cmpl	cmpl	0,
905	NM_001123331	chr8	+	41963944	41982759	41980409	41982548	2	41963944,41980391,	41964024,41982759,	0	ZBTB1	cmpl	cmpl	-1,0,
905	NM_001123330	chr8	+	41963944	41989446	41980409	41989367	3	41963944,41980391,41989330,	41964024,41982304,41989446,	0	ZBTB1	cmpl	cmpl	-1,0,2,
908	NM_001115135	chr8	-	42351782	42355576	42352106	42355560	2	42351782,42355338,	42352457,42355576,	0	GPX2	cmpl	cmpl	0,0,
925	NM_001145120	chr8	+	44623656	44654909	44623664	44654619	9	44623656,44624608,44646604,44649595,44649826,44650634,44650886,44652013,44654413,	44623775,44624681,44646782,44649777,44649843,44650729,44651015,44652147,44654909,	0	ARG2	cmpl	cmpl	0,0,1,2,1,0,2,2,1,
944	NM_001252343	chr8	-	47078788	47113265	47079375	47113225	4	47078788,47081602,47092306,47113161,	47079516,47081698,47092443,47113265,	0	SYNJ2BP	cmpl	cmpl	0,0,1,0,
971	NM_001003242	chr8	-	50677777	50687136	50678537	50687066	4	50677777,50680985,50682491,50686984,	50678624,50681158,50682599,50687136,	0	NPC2	cmpl	cmpl	0,1,1,0,
975	NM_001287168	chr8	-	51193668	51202209	51193877	51201730	3	51193668,51201640,51202154,	51194093,51201738,51202209,	0	ACYP1	cmpl	cmpl	0,0,-1,
990	NM_001003356	chr8	-	53119224	53123336	53119224	53123336	4	53119224,53120807,53121665,53123291,	53119359,53120927,53121780,53123336,	0	NGB	cmpl	incmpl	0,0,2,1,
1010	NM_001122645	chr8	-	55723265	55732281	55723310	55732135	2	55723265,55731913,	55723898,55732281,	0	DIO2	cmpl	cmpl	0,0,
1018	NR_128843	chr8	-	56860513	56860642	56860642	56860642	1	56860513,	56860642,	0	MIR8884	unk	unk	-1,
1060	NM_001003238	chr8	-	62306852	62363862	62307485	62363862	17	62306852,62311376,62312806,62316931,62319135,62321447,62322286,62329256,62331259,62333578,62345385,62348145,62350776,62352826,62354328,62354635,62363715,	62307632,62311453,62312970,62317112,62319286,62321534,62322376,62329384,62331384,62333734,62345516,62348184,62350916,62352940,62354392,62354704,62363862,	0	GALC	cmpl	cmpl	0,1,2,1,0,0,0,1,2,2,0,0,1,1,0,0,0,
1066	NM_001284469	chr8	+	63100699	63153365	63100699	63153365	14	63100699,63116154,63117361,63117535,63117917,63121381,63129110,63133231,63135431,63145106,63146749,63147220,63151274,63153248,	63100813,63116275,63117425,63117695,63118007,63121426,63129196,63133319,63135542,63145246,63146924,63147343,63151358,63153365,	0	TTC8	cmpl	cmpl	0,0,1,2,0,0,0,2,0,0,2,0,0,0,
1075	NM_001251951	chr8	+	64312997	64326521	64313032	64326295	11	64312997,64316700,64317333,64318964,64319311,64319647,64320972,64323209,64323909,64325012,64326160,	64313035,64316754,64317430,64319089,64319497,64319776,64321069,64323399,64324061,64325167,64326521,	0	PSMC1	cmpl	cmpl	0,0,0,1,0,0,0,1,2,1,0,
1091	NM_001080109	chr8	-	66428155	66438083	66428218	66433359	5	66428155,66429228,66430613,66432710,66438048,	66428410,66429376,66430884,66433363,66438083,	0	SERPINA1	cmpl	cmpl	0,2,1,0,-1,
1104	NM_001014284	chr8	+	68064247	68065300	68064247	68065300	1	68064247,	68065300,	0	BDKRB1	cmpl	cmpl	0,
1130	NR_049354	chr8	+	71462906	71462969	71462969	71462969	1	71462906,	71462969,	0	MIR342	unk	unk	-1,
1131	NR_049355	chr8	+	71630688	71630748	71630748	71630748	1	71630688,	71630748,	0	MIR345	unk	unk	-1,
1135	NR_049522	chr8	+	72140636	72140704	72140704	72140704	1	72140636,	72140704,	0	MIR665	unk	unk	-1,
1135	NR_049493	chr8	+	72149147	72149234	72149234	72149234	1	72149147,	72149234,	0	MIR432	unk	unk	-1,
1135	NR_049478	chr8	+	72175518	72175597	72175597	72175597	1	72175518,	72175597,	0	MIR370	unk	unk	-1,
1135	NR_049359	chr8	+	72149347	72149403	72149403	72149403	1	72149347,	72149403,	0	MIR136	unk	unk	-1,
1135	NR_049358	chr8	+	72147670	72147730	72147730	72147730	1	72147670,	72147730,	0	MIR127	unk	unk	-1,
1135	NR_049357	chr8	+	72146570	72146644	72146644	72146644	1	72146570,	72146644,	0	MIR433	unk	unk	-1,
1135	NR_049356	chr8	+	72137084	72137145	72137145	72137145	1	72137084,	72137145,	0	MIR493	unk	unk	-1,
1136	NR_128845	chr8	+	72309866	72310007	72310007	72310007	1	72309866,	72310007,	0	MIR3958	unk	unk	-1,
1136	NR_128844	chr8	+	72319574	72319713	72319713	72319713	1	72319574,	72319713,	0	MIR889	unk	unk	-1,
1136	NR_128840	chr8	+	72315936	72316065	72316065	72316065	1	72315936,	72316065,	0	MIR1185	unk	unk	-1,
1136	NR_049517	chr8	+	72314547	72314625	72314625	72314625	1	72314547,	72314625,	0	MIR300	unk	unk	-1,
1136	NR_049513	chr8	+	72300514	72300595	72300595	72300595	1	72300514,	72300595,	0	MIR758	unk	unk	-1,
1136	NR_049499	chr8	+	72320388	72320477	72320477	72320477	1	72320388,	72320477,	0	MIR544	unk	unk	-1,
1136	NR_049498	chr8	+	72319043	72319119	72319119	72319119	1	72319043,	72319119,	0	MIR539	unk	unk	-1,
1136	NR_049495	chr8	+	72332142	72332240	72332240	72332240	1	72332142,	72332240,	0	MIR496	unk	unk	-1,
1136	NR_049494	chr8	+	72304117	72304198	72304198	72304198	1	72304117,	72304198,	0	MIR494	unk	unk	-1,
1136	NR_049491	chr8	+	72323810	72323890	72323890	72323890	1	72323810,	72323890,	0	MIR487A	unk	unk	-1,
1136	NR_049488	chr8	+	72301260	72301340	72301340	72301340	1	72301260,	72301340,	0	MIR329B	unk	unk	-1,
1136	NR_049480	chr8	+	72317715	72317790	72317790	72317790	1	72317715,	72317790,	0	MIR381	unk	unk	-1,
1136	NR_049479	chr8	+	72333669	72333738	72333738	72333738	1	72333669,	72333738,	0	MIR377	unk	unk	-1,
1136	NR_049477	chr8	+	72312832	72312917	72312917	72312917	1	72312832,	72312917,	0	MIR376C	unk	unk	-1,
1136	NR_049476	chr8	+	72313590	72313689	72313689	72313689	1	72313590,	72313689,	0	MIR376B	unk	unk	-1,
1136	NR_049474	chr8	+	72298280	72298343	72298343	72298343	1	72298280,	72298343,	0	MIR299	unk	unk	-1,
1136	NR_049472	chr8	+	72326228	72326301	72326301	72326301	1	72326228,	72326301,	0	MIR134	unk	unk	-1,
1136	NR_049375	chr8	+	72337109	72337165	72337165	72337165	1	72337109,	72337165,	0	MIR410	unk	unk	-1,
1136	NR_049374	chr8	+	72336805	72336861	72336861	72336861	1	72336805,	72336861,	0	MIR369	unk	unk	-1,
1136	NR_049373	chr8	+	72336514	72336568	72336568	72336568	1	72336514,	72336568,	0	MIR409	unk	unk	-1,
1136	NR_049372	chr8	+	72326971	72327030	72327030	72327030	1	72326971,	72327030,	0	MIR485	unk	unk	-1,
1136	NR_049371	chr8	+	72325855	72325912	72325912	72325912	1	72325855,	72325912,	0	MIR382	unk	unk	-1,
1136	NR_049369	chr8	+	72313991	72314049	72314049	72314049	1	72313991,	72314049,	0	MIR376A-1	unk	unk	-1,
1136	NR_049370	chr8	+	72318228	72318286	72318286	72318286	1	72318228,	72318286,	0	MIR487B	unk	unk	-1,
1136	NR_049368	chr8	+	72313231	72313289	72313289	72313289	1	72313231,	72313289,	0	MIR376A-2	unk	unk	-1,
1136	NR_049367	chr8	+	72312484	72312543	72312543	72312543	1	72312484,	72312543,	0	MIR376A-3	unk	unk	-1,
1136	NR_049366	chr8	+	72307901	72307959	72307959	72307959	1	72307901,	72307959,	0	MIR495	unk	unk	-1,
1136	NR_049365	chr8	+	72306138	72306196	72306196	72306196	1	72306138,	72306196,	0	MIR543	unk	unk	-1,
1136	NR_049364	chr8	+	72301587	72301647	72301647	72301647	1	72301587,	72301647,	0	MIR329A	unk	unk	-1,
1136	NR_049363	chr8	+	72300226	72300282	72300282	72300282	1	72300226,	72300282,	0	MIR323	unk	unk	-1,
1136	NR_049362	chr8	+	72299496	72299553	72299553	72299553	1	72299496,	72299553,	0	MIR380	unk	unk	-1,
1136	NR_049361	chr8	+	72297826	72297884	72297884	72297884	1	72297826,	72297884,	0	MIR411	unk	unk	-1,
1136	NR_049360	chr8	+	72296540	72296599	72296599	72296599	1	72296540,	72296599,	0	MIR379	unk	unk	-1,
1139	NM_001164188	chr8	+	72739426	72741528	72739572	72740487	1	72739426,	72741528,	0	DIO3	cmpl	cmpl	0,
1147	NR_128841	chr8	-	73699664	73699809	73699809	73699809	1	73699664,	73699809,	0	MIR8882	unk	unk	-1,
1155	NR_049456	chr8	+	74819576	74819670	74819670	74819670	1	74819576,	74819670,	0	MIR203	unk	unk	-1,
80	NM_001003271	chr9	+	7565597	7602199	7565603	7601621	16	7565597,7567541,7569929,7572512,7574381,7574943,7575414,7577321,7590119,7593039,7596340,7597120,7598455,7600346,7600866,7601393,	7565766,7567608,7570043,7572708,7574464,7575053,7575497,7577462,7590218,7593104,7596494,7597215,7598585,7600422,7600919,7602199,	0	SRP68	cmpl	cmpl	0,1,2,2,0,2,1,0,0,0,2,0,2,0,1,0,
90	NM_001048098	chr9	+	18177870	18243128	18177870	18243128	11	18177870,18199931,18203159,18205304,18208210,18215297,18216437,18228159,18234971,18239588,18242823,	18178088,18200119,18203207,18205416,18208348,18215494,18216518,18228268,18235092,18239679,18243128,	0	ARSG	cmpl	cmpl	0,2,1,1,2,2,1,1,2,0,1,
91	NM_001313870	chr9	+	19513179	19571430	19566107	19567367	3	19513179,19522061,19566019,	19513316,19522167,19571430,	0	KCNJ16	cmpl	cmpl	-1,-1,0,
95	NM_001013416	chr9	+	23278874	23342346	23278874	23342346	22	23278874,23286488,23295358,23297360,23298242,23299360,23300460,23302275,23302957,23306789,23311912,23317976,23320851,23322765,23326740,23329232,23329841,23332410,23338204,23340295,23340722,23342200,	23278954,23286542,23295436,23297449,23298382,23299463,23300506,23302349,23306401,23306878,23312084,23318100,23321042,23323076,23326828,23329310,23329882,23332509,23338259,23340369,23340783,23342346,	0	BRCA1	cmpl	cmpl	0,2,2,2,1,0,1,2,1,1,0,1,2,1,0,1,1,0,0,1,0,1,
96	NM_001253741	chr9	+	24510278	24514667	24510337	24514508	8	24510278,24512125,24512761,24513069,24513326,24513543,24513859,24514410,	24510892,24512208,24512918,24513231,24513452,24513764,24513906,24514667,	0	KRT14	cmpl	cmpl	0,0,2,0,0,0,2,1,
116	NM_001003345	chr9	+	45480186	45495876	45480238	45495237	10	45480186,45483687,45486845,45488372,45491469,45492026,45492674,45493162,45493379,45495090,	45480277,45483779,45487047,45488483,45491505,45492077,45492716,45493251,45493542,45495876,	0	LGALS9	cmpl	cmpl	0,0,2,0,0,0,0,0,2,0,
121	NR_128852	chr9	-	51118007	51118136	51118136	51118136	1	51118007,	51118136,	0	MIR8889	unk	unk	-1,
123	NM_001005263	chr9	+	53342443	53361759	53342451	53361299	12	53342443,53345295,53347066,53348332,53349156,53352310,53355559,53356121,53356774,53359467,53360016,53361167,	53342769,53345442,53347321,53348509,53349259,53352477,53355703,53356160,53356834,53359595,53360224,53361759,	0	DBH	cmpl	cmpl	0,0,0,0,0,1,0,0,0,0,2,0,
611	NM_001286956	chr9	-	3487299	3501459	3487735	3501456	22	3487299,3488136,3488394,3488587,3490421,3490682,3490895,3491478,3492263,3492400,3492621,3493242,3493465,3493637,3495007,3495743,3496332,3497655,3499290,3499759,3500182,3501419,	3487846,3488226,3488514,3488721,3490599,3490823,3491068,3491686,3492323,3492544,3492660,3493350,3493564,3493716,3495132,3495812,3496385,3497779,3499383,3499835,3500267,3501459,	0	HGS	cmpl	cmpl	0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,2,1,0,
611	NM_001286955	chr9	-	3487299	3501459	3487735	3501456	22	3487299,3488136,3488394,3488587,3490421,3490682,3490895,3491478,3492263,3492400,3492621,3493242,3493465,3493637,3495007,3495743,3496332,3497655,3499290,3499759,3500182,3501419,	3487846,3488226,3488514,3488721,3490599,3490823,3491068,3491689,3492323,3492544,3492660,3493350,3493564,3493716,3495132,3495812,3496385,3497779,3499383,3499835,3500267,3501459,	0	HGS	cmpl	cmpl	0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,2,1,0,
611	NM_001003235	chr9	+	3514785	3517598	3516198	3517098	4	3514785,3516066,3516632,3517021,	3514819,3516344,3516673,3517598,	0	PDE6G	cmpl	cmpl	-1,0,2,1,
612	NM_001003349	chr9	+	3625251	3627602	3625258	3626867	4	3625251,3625908,3626449,3626723,	3625621,3626347,3626631,3627602,	0	ACTG1	cmpl	cmpl	0,0,1,0,
614	NR_049389	chr9	+	3907828	3907887	3907887	3907887	1	3907828,	3907887,	0	MIR338	unk	unk	-1,
619	NM_001003114	chr9	+	4530025	4536122	4530025	4535818	8	4530025,4530749,4532231,4532465,4532924,4533407,4534270,4535258,	4530127,4530910,4532337,4532616,4533081,4533489,4534474,4536122,	0	SGSH	incmpl	cmpl	1,1,0,1,2,0,1,1,
627	NM_001003082	chr9	+	5519215	5531215	5519215	5531214	4	5519215,5521263,5529453,5531016,	5519318,5521372,5529578,5531215,	0	TIMP2	incmpl	cmpl	2,0,1,0,
629	NM_001031631	chr9	+	5856588	5857266	5856588	5857266	1	5856588,	5857266,	0	SOCS3	cmpl	cmpl	0,
630	NM_001252581	chr9	-	5969744	5973959	5970667	5973942	4	5969744,5970952,5971492,5973881,	5970865,5971092,5971731,5973959,	0	SYNGR2	cmpl	cmpl	0,1,2,0,
630	NM_001003348	chr9	-	5927500	5932654	5927644	5932590	4	5927500,5930067,5931671,5932479,	5927734,5930185,5931781,5932654,	0	BIRC5	cmpl	cmpl	0,2,0,0,
636	NR_128851	chr9	-	6774672	6774787	6774787	6774787	1	6774672,	6774787,	0	MIR6516	unk	unk	-1,
639	NM_001097560	chr9	-	7183512	7186824	7184244	7186714	4	7183512,7184185,7186289,7186640,	7183851,7184266,7186358,7186824,	0	PRCD	cmpl	cmpl	-1,2,2,0,
639	NM_001097559	chr9	+	7152731	7163101	7152731	7163101	8	7152731,7155928,7156661,7157104,7157175,7158697,7161770,7162933,	7152796,7156103,7156830,7157175,7157242,7158802,7161872,7163101,	0	ST6GALNAC2	incmpl	cmpl	1,0,1,2,2,0,0,0,
639	NM_001097556	chr9	+	7099096	7121911	7099111	7121671	9	7099096,7118155,7119540,7119856,7120247,7120636,7120926,7121107,7121479,	7099242,7118828,7119709,7120028,7120386,7120740,7121016,7121207,7121911,	0	ST6GALNAC1	cmpl	cmpl	0,2,0,1,2,0,2,2,0,
639	NM_001077587	chr9	+	7189310	7198202	7189342	7198168	4	7189310,7194865,7195389,7198134,	7189464,7195097,7195553,7198202,	0	CYGB	cmpl	cmpl	0,2,0,2,
640	NM_001077438	chr9	+	7224401	7235821	7227497	7235759	18	7224401,7227487,7228323,7228950,7229230,7230280,7230765,7231012,7232207,7232526,7232760,7233272,7233544,7233700,7234004,7234232,7234481,7235339,	7224487,7227641,7228451,7229146,7229434,7230409,7230884,7231207,7232319,7232601,7232922,7233382,7233608,7233795,7234080,7234333,7234635,7235821,	0	RHBDF2	cmpl	cmpl	-1,0,0,2,0,0,0,2,2,0,0,0,2,0,2,0,2,0,
